NBI Number,INDOT District,Lattitude,Longitude,Place (Decoded)
17250,Seymour,39.1206,-86.1454,Nashville town
17260,Seymour,39.1212,-86.143,Nashville town
17270,Seymour,39.1206,-86.1348,United States
17280,Seymour,39.12,-86.133,United States
17290,Seymour,39.113,-86.1148,United States
17300,Seymour,39.12,-86.0748,United States
17310,Seymour,39.1206,-86.04,United States
17320,Seymour,39.12,-86.0212,United States
17370,Seymour,39.1512,-85.4248,United States
17380,Seymour,39.1624,-85.403,United States
17390,Seymour,39.1718,-85.3742,United States
17400,Seymour,39.2012,-85.3048,Greensburg city
17410,Seymour,39.2012,-85.2754,Greensburg city
17420,Seymour,39.1918,-85.2348,United States
17430,Seymour,39.1836,-85.1424,United States
17440,Seymour,39.1643,-85.0812,United States
17450,Seymour,39.1639,-85.065,United States
17460,Seymour,39.17,-85.0036,United States
17470,Seymour,39.1706,-84.5824,St. Leon town
17480,Seymour,39.1654,-84.5636,St. Leon town
17490,Seymour,39.1654,-84.5624,United States
17500,Seymour,39.1648,-84.5612,United States
17510,Seymour,39.1648,-84.5512,United States
17520,Seymour,39.1648,-84.543,United States
17530,Seymour,39.1642,-84.53,United States
17540,Seymour,39.1648,-84.523,United States
17550,Seymour,39.17,-84.5206,United States
17560,Crawfordsville,39.525403,-87.121487,United States
17570,Crawfordsville,39.5254,-87.0518,United States
17580,Crawfordsville,39.5342,-87.0106,United States
17590,Crawfordsville,39.5548,-86.5818,United States
17600,Crawfordsville,39.5742,-86.5642,United States
17610,Crawfordsville,39.5806,-86.5618,United States
17620,Crawfordsville,39.5948,-86.553,United States
17630,Crawfordsville,40.032964,-86.522808,United States
17640,Crawfordsville,40.060525,-86.472582,United States
17650,Crawfordsville,40.063329,-86.460202,United States
17660,Crawfordsville,40.071755,-86.443965,United States
17670,Crawfordsville,40.075013,-86.382781,United States
17680,Crawfordsville,40.0748,-86.3606,United States
17690,Crawfordsville,40.0736,-86.32,United States
17700,Crawfordsville,40.0736,-86.3106,United States
17710,Crawfordsville,40.0736,-86.26,United States
17730,Vincennes,39.1148,-87.3018,United States
17740,Vincennes,39.1142,-87.2924,United States
17750,Vincennes,39.1142,-87.2848,United States
17760,Vincennes,39.1112,-87.2324,United States
17770,Vincennes,39.1112,-87.2142,United States
17780,Vincennes,39.1112,-87.1948,United States
17790,Vincennes,39.1112,-87.1854,United States
17800,Vincennes,39.1112,-87.1848,United States
17810,Vincennes,39.1112,-87.1618,United States
17820,Vincennes,39.0906,-87.0636,United States
17830,Vincennes,39.0854,-87.05,United States
17840,Seymour,39.1006,-86.3942,United States
17843,Seymour,39.0954,-86.3424,Clarks Hill town
17850,Seymour,39.1154,-85.1454,United States
17860,Seymour,39.12,-85.1212,United States
17870,Seymour,39.123,-85.0842,United States
17875,Seymour,39.1212,-85.0654,United States
17880,Seymour,39.1112,-85.0424,United States
17890,LaPorte,41.0324,-87.0248,United States
17891,LaPorte,41.032156,-87.024581,United States
17900,LaPorte,41.0424,-87.0248,United States
17910,LaPorte,41.0742,-87.0248,United States
17920,LaPorte,41.0954,-87.0248,United States
17930,LaPorte,41.1148,-87.0248,Wheatfield town
17940,LaPorte,41.1518,-87.0206,United States
17950,LaPorte,41.1542,-87.0136,United States
17960,LaPorte,41.1618,-87.0136,United States
17970,LaPorte,41.17,-87.0136,United States
17972,LaPorte,41.1742,-87.0136,United States
17974,LaPorte,41.2148,-87.0142,United States
17976,LaPorte,41.2648,-87.0142,United States
17977,LaPorte,41.2648,-87.0142,United States
17978,LaPorte,41.2706,-87.0136,
17979,LaPorte,41.2706,-87.0142,
17980,LaPorte,41.2718,-87.0136,
17981,LaPorte,41.2718,-87.0142,
17982,LaPorte,41.2812,-87.0118,
17983,LaPorte,41.2812,-87.0124,
17985,LaPorte,41.2836,-87.0118,
17986,LaPorte,41.2836,-87.0118,
17988,LaPorte,41.2842,-87.0118,
17989,LaPorte,41.2842,-87.0118,
17992,LaPorte,41.3218,-87.0218,United States
17995,LaPorte,41.3354,-87.0248,United States
17996,LaPorte,41.3354,-87.0248,United States
18009,LaPorte,41.3424,-87.0248,United States
18010,LaPorte,41.3424,-87.0248,United States
18020,LaPorte,41.3524,-87.0242,Chesterton town
18030,LaPorte,41.3524,-87.0242,Chesterton town
18040,LaPorte,41.36,-87.0242,Chesterton town
18050,LaPorte,41.36,-87.0242,Chesterton town
18060,LaPorte,41.3642,-87.023,Chesterton town
18070,LaPorte,41.3642,-87.023,Chesterton town
18080,LaPorte,41.3712,-87.0236,Chesterton town
18085,LaPorte,41.3712,-87.0236,Chesterton town
18090,LaPorte,41.373,-87.0248,Chesterton town
18100,LaPorte,41.3748,-87.0254,Chesterton town
18110,LaPorte,41.3812,-87.0336,Porter town
18120,LaPorte,41.3842,-87.0348,Porter town
18130,LaPorte,41.3842,-87.0348,Porter town
18140,Vincennes,38.423,-87.3112,Vincennes city
18150,Vincennes,38.423,-87.3112,Vincennes city
18160,Vincennes,38.423,-87.303,Vincennes city
18170,Vincennes,38.423,-87.303,Vincennes city
18180,Vincennes,38.4212,-87.2954,Vincennes city
18190,Vincennes,38.4206,-87.2948,Vincennes city
18200,Vincennes,38.4206,-87.2948,Vincennes city
18210,Vincennes,38.4148,-87.2942,Vincennes city
18220,Vincennes,38.4142,-87.2942,Vincennes city
18230,Vincennes,38.4142,-87.2936,Vincennes city
18240,Vincennes,38.4048,-87.2918,Vincennes city
18245,Vincennes,38.4048,-87.24,United States
18250,Vincennes,38.4036,-87.2224,United States
18251,Vincennes,38.4036,-87.2224,United States
18252,Vincennes,38.4018,-87.21,United States
18253,Vincennes,38.4018,-87.21,United States
18260,Vincennes,38.4012,-87.2024,United States
18261,Vincennes,38.4012,-87.2024,United States
18270,Vincennes,38.4006,-87.2006,United States
18271,Vincennes,38.4012,-87.2006,United States
18280,Vincennes,38.3848,-87.163,United States
18281,Vincennes,38.3848,-87.163,United States
18289,Vincennes,38.3848,-87.1548,United States
18290,Vincennes,38.3848,-87.1548,United States
18299,Vincennes,38.3848,-87.1506,United States
18300,Vincennes,38.3848,-87.1506,United States
18311,Vincennes,38.3842,-87.1424,United States
18312,Vincennes,38.3848,-87.1424,United States
18314,Vincennes,38.3842,-87.1348,United States
18315,Vincennes,38.3842,-87.1348,United States
18317,Vincennes,38.3912,-87.0812,United States
18318,Vincennes,38.3912,-87.0812,United States
18320,Vincennes,38.3854,-87.1224,United States
18330,Vincennes,38.3924,-87.043,United States
18338,Vincennes,38.3948,-87.0142,United States
18340,Vincennes,38.3948,-87.0136,United States
18350,Vincennes,38.3954,-86.5642,United States
18360,Vincennes,38.4006,-86.5506,Loogootee city
18370,Vincennes,38.41,-86.5318,United States
18380,Vincennes,38.4106,-86.5306,United States
18390,Vincennes,38.4106,-86.493,United States
18400,Vincennes,38.4006,-86.4736,Shoals town
18410,Vincennes,38.41,-86.4436,United States
18420,Vincennes,38.433,-86.4024,United States
18430,Vincennes,38.433,-86.3954,United States
18445,Vincennes,38.5142,-86.2754,Bedford city
18450,Vincennes,38.5206,-86.2706,Bedford city
18460,Vincennes,38.5236,-86.2254,United States
18470,Seymour,38.523,-86.1824,United States
18480,Seymour,38.5236,-86.1312,United States
18490,Seymour,38.523,-86.1236,United States
18500,Seymour,38.5212,-86.093,United States
18510,Seymour,38.523,-86.0836,United States
18520,Seymour,38.5248,-86.08,United States
18530,Seymour,38.5254,-86.0724,United States
18540,Seymour,38.5254,-86.0648,United States
18550,Seymour,38.5254,-86.0606,United States
18560,Seymour,38.5254,-86.0524,United States
18570,Seymour,38.5248,-86.0454,United States
18580,Seymour,38.5248,-86.0354,United States
18590,Seymour,38.553,-85.5748,United States
18600,Seymour,38.5624,-85.5548,United States
18610,Seymour,38.5712,-85.5418,Seymour city
18620,Seymour,38.573,-85.5112,Seymour city
18630,Seymour,38.573,-85.5112,Seymour city
18640,Seymour,38.5754,-85.4912,United States
18650,Seymour,38.5806,-85.48,United States
18660,Seymour,38.5836,-85.4406,United States
18670,Seymour,38.5906,-85.4018,United States
18680,Seymour,39.003,-85.3618,North Vernon city
18690,Seymour,39.04,-85.2612,United States
18700,Seymour,39.043,-85.193,United States
18720,Seymour,39.0342,-85.1412,United States
18730,Seymour,39.0354,-85.1318,United States
18740,Seymour,39.0354,-85.13,United States
18745,Seymour,39.033,-85.1048,United States
18750,Seymour,39.033,-85.1036,United States
18758,Seymour,39.0248,-84.5524,Aurora city
18760,Seymour,39.0312,-84.5518,Aurora city
18770,Seymour,39.0336,-84.5406,Aurora city
18780,Seymour,39.0436,-84.5336,Aurora city
18790,Seymour,39.0543,-84.514,Lawrenceburg city
18840,Seymour,39.0854,-84.4924,United States
18841,Vincennes,38.3918,-86.4754,United States
18850,LaPorte,41.3,-87.1536,Hobart city
18853,LaPorte,41.3206,-87.1506,Hobart city
18860,LaPorte,41.3336,-87.143,Lake Station city
18870,LaPorte,41.3418,-87.1424,Lake Station city
18880,LaPorte,41.3424,-87.1424,Lake Station city
18890,LaPorte,41.35,-87.143,Fresno city
18900,LaPorte,41.3518,-87.143,Fresno city
18910,LaPorte,41.3518,-87.143,Fresno city
18930,Crawfordsville,40.3536,-87.1718,United States
18940,Crawfordsville,40.3536,-87.1718,United States
18950,Crawfordsville,40.303337,-87.113597,United States
18960,Crawfordsville,40.303408,-87.113568,United States
18970,Crawfordsville,40.290535,-87.032772,United States
18980,Crawfordsville,40.284957,-87.024724,United States
18990,Crawfordsville,40.280268,-86.582219,United States
19000,Crawfordsville,40.2806,-86.58,United States
19010,Crawfordsville,40.2706,-86.5342,Lafayette city
19020,Crawfordsville,40.2706,-86.5342,Lafayette city
19025,Crawfordsville,40.27,-86.5242,Lafayette city
19027,Crawfordsville,40.27,-86.5242,Lafayette city
19030,Crawfordsville,40.263,-86.5154,Lafayette city
19035,Crawfordsville,40.263,-86.5154,Lafayette city
19040,Crawfordsville,40.2306,-86.5042,Lafayette city
19050,Crawfordsville,40.23,-86.5036,Lafayette city
19060,Crawfordsville,40.181891,-86.451861,United States
19070,Crawfordsville,40.170373,-86.440173,United States
19080,Crawfordsville,40.1312,-86.3948,United States
19090,Crawfordsville,40.1254,-86.3924,United States
19100,Crawfordsville,40.1024,-86.3648,United States
19105,Crawfordsville,40.1024,-86.3648,United States
19110,Crawfordsville,40.0924,-86.3542,United States
19120,Crawfordsville,40.0854,-86.3512,United States
19130,Crawfordsville,40.0854,-86.3506,United States
19140,Crawfordsville,40.063,-86.323,United States
19150,Crawfordsville,40.0536,-86.313,United States
19160,Crawfordsville,40.0442,-86.303,Lebanon city
19190,Greenfield,39.4424,-85.583,Huntington Beach city
19200,Greenfield,39.4418,-85.5806,Huntington Beach city
19210,Greenfield,39.4412,-85.5742,Huntington Beach city
19220,Greenfield,39.4354,-85.5606,United States
19230,Greenfield,39.4336,-85.5442,United States
19240,Greenfield,39.4312,-85.53,New Palestine town
19250,Greenfield,39.4248,-85.5118,United States
19260,Greenfield,39.4224,-85.4954,United States
19270,Greenfield,39.4136,-85.4618,United States
19280,Greenfield,39.4042,-85.4254,United States
19290,Greenfield,39.4018,-85.413,Morristown town
19300,Greenfield,39.3906,-85.3648,United States
19310,Greenfield,39.3906,-85.3642,United States
19320,Greenfield,39.3824,-85.3412,United States
19330,Greenfield,39.38,-85.3242,United States
19340,Greenfield,39.3642,-85.2742,Rushville city
19350,Greenfield,39.3618,-85.2642,Rushville city
19360,Greenfield,39.3336,-85.2306,United States
19370,Seymour,39.2924,-85.153,United States
19380,Seymour,39.27,-85.0854,United States
19390,Seymour,39.2706,-85.0848,United States
19400,Seymour,39.2654,-85.08,United States
19410,Seymour,39.2618,-85.0342,United States
19420,Seymour,39.2548,-85.01,United States
19430,Seymour,39.2448,-85.0036,United States
19440,Seymour,39.2318,-84.5912,United States
19445,Seymour,39.2218,-84.5742,United States
19450,Seymour,39.213,-84.563,United States
19470,LaPorte,41.2542,-87.2012,Crown Point city
19480,LaPorte,41.3018,-87.2012,Merrillville town
19490,LaPorte,41.3342,-87.2012,Fresno city
19500,LaPorte,41.3406,-87.2012,Fresno city
19565,Vincennes,39.043,-87.2436,United States
19570,Vincennes,39.0436,-87.2312,United States
19571,Vincennes,39.043252,-87.231125,United States
19580,Vincennes,39.0436,-87.2242,United States
19581,Vincennes,39.043198,-87.22417,United States
19585,Vincennes,39.043,-87.1712,United States
19600,Vincennes,39.0406,-87.123,United States
19610,Vincennes,39.0218,-87.0912,Linton city
19620,Vincennes,39.0218,-87.0624,United States
19630,Vincennes,39.0142,-86.58,United States
19640,Vincennes,39.0142,-86.5542,Bloomfield town
19650,Vincennes,39.0142,-86.543,United States
19660,Vincennes,38.5842,-86.4218,United States
19670,Vincennes,38.5706,-86.4036,United States
19680,Vincennes,38.5606,-86.3824,United States
19690,Vincennes,38.5554,-86.38,United States
19700,Vincennes,38.5554,-86.3748,United States
19710,Vincennes,38.5524,-86.34,United States
19720,Crawfordsville,40.111715,-87.055821,United States
19730,Crawfordsville,40.123588,-87.092826,United States
19740,Crawfordsville,40.181397,-87.154693,United States
19741,Crawfordsville,40.181397,-87.154694,United States
19745,Crawfordsville,40.2624,-87.1524,United States
19750,Crawfordsville,40.270841,-87.151568,United States
19760,Crawfordsville,40.413,-87.193,United States
19770,Crawfordsville,40.433748,-87.192897,United States
19775,Crawfordsville,40.4518,-87.193,United States
19780,LaPorte,40.4812,-87.1824,United States
19790,LaPorte,40.5218,-87.1824,United States
19800,LaPorte,41.0618,-87.2006,United States
19801,LaPorte,41.061595,-87.20016,United States
19810,LaPorte,41.11,-87.203,United States
19830,LaPorte,41.1212,-87.2036,United States
19840,LaPorte,41.133,-87.2036,United States
19841,LaPorte,41.132741,-87.203621,United States
19850,LaPorte,41.1448,-87.2042,United States
19851,LaPorte,41.14483,-87.203728,United States
19860,LaPorte,41.1536,-87.2036,United States
19870,LaPorte,41.2618,-87.2154,Crown Point city
19880,LaPorte,41.3,-87.2154,Merrillville town
19890,Vincennes,38.2918,-87.3254,Hazleton town
19900,Vincennes,38.283,-87.313,United States
19910,Vincennes,38.2906,-87.2554,United States
19920,Vincennes,38.2918,-87.243,United States
19930,Vincennes,38.2918,-87.2318,United States
19933,Vincennes,38.2918,-87.1712,Petersburg city
19935,Vincennes,38.2906,-87.1612,United States
19937,Vincennes,38.2742,-87.1542,United States
19940,Vincennes,38.2612,-87.1254,United States
19941,Vincennes,38.26109,-87.124981,United States
19950,Vincennes,38.2612,-87.1118,United States
19960,Vincennes,38.2612,-87.1054,United States
19970,Vincennes,38.2612,-87.0754,United States
19980,Vincennes,38.2618,-87.0642,United States
19990,Vincennes,38.2618,-87.04,United States
20000,Vincennes,38.25,-87.0012,United States
20001,Vincennes,38.245969,-87.001129,United States
20010,Vincennes,38.24,-86.58,United States
20020,Vincennes,38.2854,-86.4854,United States
20030,Vincennes,38.2854,-86.4848,United States
20040,Vincennes,38.2912,-86.4754,United States
20050,Vincennes,38.2912,-86.4606,United States
20060,Vincennes,38.2942,-86.45,United States
20070,Vincennes,38.3018,-86.4336,United States
20080,Vincennes,38.3048,-86.4224,United States
20090,Vincennes,38.3054,-86.4212,United States
20100,Vincennes,38.3106,-86.4118,United States
20110,Vincennes,38.3318,-86.37,French Lick town
20120,Vincennes,38.3424,-86.3648,West Baden Springs town
20130,Vincennes,38.333,-86.2218,United States
